case_title,case_title_raw,normalized_title,source_pdf,source_school,source_year,page_start,page_end,page_count,industry,case_type,case_type_raw,case_type_normalized,difficulty,difficulty_raw,difficulty_normalized,difficulty_quant,difficulty_qual,difficulty_math,difficulty_structure,difficulty_creativity,concepts_tested,difficulty_visual_present,difficulty_quant_category,firm,round,interviewer_led,is_new_case,is_duplicate_case,unique_case_count_eligible,canonical_case_title,duplicate_of_source_school,duplicate_of_source_year,duplicate_of_case_title,detection_method,extraction_confidence,needs_manual_review,output_pdf_path,difficulty_score,difficulty_rating,difficulty_rating_source,difficulty_notes,difficulty_source,difficulty_confidence,difficulty_model,industry_secondary,industry_notes,industry_source,industry_confidence,industry_model
DoWork,DoWork,dowork,Yale/Ross 2022.pdf,Ross,2022.0,140,151,12,Real Estate,Growth,Growth,Growth Strategy,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,dowork,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\dowork.pdf,3.2,,none,"Interviewee-led but very straightforward growth/profitability case with light math (simple revenue and margin figures), a highly guided and even provided framework, and limited synthesis burden; clearly easier than the Medium calibration cases and similar to Zephyr Beverages / Seven Flags in complexity.",openai_calibrated,0.9,gpt-5.1,,,,,
Banana Heaven,Banana Heaven,banana heaven,Yale/Ross 2022.pdf,Ross,2022.0,152,158,7,Public Sector,Profitability,Profitability,Profitability,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,banana heaven,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\banana-heaven.pdf,2.8,,none,"Interviewer-led, low-quant (Quant rating 1) and mainly conceptual public-sector profitability/strategy with a provided framework and clear success criteria; ambiguity and synthesis demands are limited compared to Medium calibration cases.",openai_calibrated,0.86,gpt-5.1,,,,,
One Tree Hill,One Tree Hill,one tree hill,Yale/Ross 2022.pdf,Ross,2022.0,159,168,10,Non-Profit,Micro-economics / Financing,Micro-economics / Financing,Public Sector / Nonprofit,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,one tree hill,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\one-tree-hill.pdf,3.5,,none,"Interviewee-led but with clear, narrow objective (feasibility of carbon financing and project selection), light micro-econ/financing math, and simple exhibits. Conceptually interesting yet structurally straightforward with limited synthesis burden, comparable to other Easy anchors around 3.0–3.5.",openai_calibrated,0.86,gpt-5.1,,,,,
Alternative Milk,Alternative Milk,alternative milk,Yale/Ross 2022.pdf,Ross,2022.0,169,176,8,Retail / CPG,M&A,M&A,M&A,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,alternative milk,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\alternative-milk.pdf,3.2,,none,"Interviewee-led but with a very guided, three-bucket framework, low quant rating (2/5), and straightforward M&A/growth logic make this comparable to Zephyr Beverages and other Easy anchors; limited math and synthesis burden despite a strategic topic.",openai_calibrated,0.86,gpt-5.1,,,,,
Jab We Profit,Jab We Profit,jab we profit,Yale/Ross 2022.pdf,Ross,2022.0,177,186,10,Telecom,New Product,New Product,New Product,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,jab we profit,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\jab-we-profit.pdf,3.8,,none,"Clear, interviewee-led profitability / new product case with simple revenue, cost, and breakeven math using provided exhibits. Low ambiguity, limited synthesis, and no complex charts or multi-step strategy tradeoffs place it in the Easy bucket but slightly above the very simplest pricing/profitability cases.",openai_calibrated,0.86,gpt-5.1,,,,,
New England Trucks,New England Trucks,new england trucks,Yale/Ross 2022.pdf,Ross,2022.0,187,196,10,Energy & Utilities,Operations,Operations,Operations,,visual dots only,Medium,,,,,,,True,,,,,False,False,True,new england trucks,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\new-england-trucks.pdf,5.3,,none,"Interviewer-led McKinsey-style ops case with moderate quant (routing/driver optimization) and substantial qualitative brainstorming, but with a very guided framework and explicit interviewer notes. Feels like a standard, realistic first-round case with some detail and multi-step reasoning, comparable to other Medium anchors rather than the more data-dense Hard examples.",openai_calibrated,0.86,gpt-5.1,,,,,
The Pricing Games,The Pricing Games,the pricing games,Yale/Stern 2021.pdf,Stern,2021.0,43,52,10,Technology,Product Pricing,Product Pricing,Pricing,,quant=5; structure=7 (avg=6.0/10),Medium,5,,,7,,,,,,,True,False,False,True,the pricing games,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\the-pricing-games.pdf,6.0,Medium,quant+structure,,,,,,,,,
Kungide,Kungide,kungide,Yale/Stern 2021.pdf,Stern,2021.0,53,62,10,Manufacturing,Profitability/Operations,Profitability/Operations,Profitability,,quant=7; structure=9 (avg=8.0/10),Hard,7,,,9,,,,,,,True,False,False,True,kungide,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\kungide.pdf,8.0,Hard,quant+structure,,,,,,,,,
Men's Extra Comfortable Essentials,Men's Extra Comfortable Essentials,men s extra comfortable essentials,Yale/Stern 2021.pdf,Stern,2021.0,63,72,10,Retail / CPG,Growth Strategy,Growth Strategy,Growth Strategy,,quant=8; structure=6 (avg=7.0/10),Medium,8,,,6,,,,,,,False,False,False,True,men s extra comfortable essentials,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\men-s-extra-comfortable-essentials.pdf,7.0,Medium,quant+structure,,,,,,,,,
Dirty (Hot) Dogs,Dirty (Hot) Dogs,dirty hot dogs,Yale/Stern 2021.pdf,Stern,2021.0,73,81,9,Food & Beverage,Growth Strategy,Growth Strategy,Growth Strategy,,quant=7; structure=7 (avg=7.0/10),Medium,7,,,7,,,,,,,False,False,False,True,dirty hot dogs,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\dirty-hot-dogs.pdf,7.0,Medium,quant+structure,,,,,,,,,
WiFi in the Sky,WiFi in the Sky,wifi in the sky,Yale/Stern 2021.pdf,Stern,2021.0,82,91,10,Transportation & Logistics,Market Entry,Market Entry,Market Entry,,quant=9; structure=7 (avg=8.0/10),Hard,9,,,7,,,,,,,False,False,False,True,wifi in the sky,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\wifi-in-the-sky.pdf,8.0,Hard,quant+structure,,,,,,,,,
Tres Burritos,Tres Burritos,tres burritos,Yale/Stern 2021.pdf,Stern,2021.0,92,100,9,Food & Beverage,Profitability,Profitability,Profitability,,quant=5; structure=8 (avg=6.5/10),Medium,5,,,8,,,,,,,True,False,False,True,tres burritos,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\tres-burritos.pdf,6.5,Medium,quant+structure,,,,,,,,,
FlashPro,FlashPro,flashpro,Yale/Stern 2021.pdf,Stern,2021.0,101,110,10,Technology,Growth Strategy,Growth Strategy,Growth Strategy,,quant=9; structure=7 (avg=8.0/10),Hard,9,,,7,,,,,,,True,False,False,True,flashpro,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\flashpro.pdf,8.0,Hard,quant+structure,,,,,,,,,
Uranus Co.,Uranus Co.,uranus co,Yale/Stern 2021.pdf,Stern,2021.0,111,121,11,Hospitality & Travel,Market Entry,Market Entry,Market Entry,,quant=9; structure=7 (avg=8.0/10),Hard,9,,,7,,,,,,,False,False,False,True,uranus co,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\uranus-co.pdf,8.0,Hard,quant+structure,,,,,,,,,
Stance at a Distance,Stance at a Distance,stance at a distance,Yale/Stern 2021.pdf,Stern,2021.0,122,135,14,Education,Cost Reduction,Cost Reduction,Cost Reduction,,quant=4; structure=7 (avg=5.5/10),Medium,4,,,7,,,,,,,False,False,False,True,stance at a distance,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\stance-at-a-distance.pdf,5.5,Medium,quant+structure,,,,,,,,,
Grad-U-Date,Grad-U-Date,grad u date,Yale/Stern 2021.pdf,Stern,2021.0,136,145,10,Technology,Pricing,Pricing,Pricing,,quant=6; structure=7 (avg=6.5/10),Medium,6,,,7,,,,,,,False,False,False,True,grad u date,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\grad-u-date.pdf,6.5,Medium,quant+structure,,,,,,,,,
Get-Health,Get-Health,get health,Yale/Stern 2021.pdf,Stern,2021.0,146,153,8,Healthcare,Revenue Growth,Revenue Growth,Profitability,,quant=6; structure=8 (avg=7.0/10),Medium,6,,,8,,,,,,,False,False,False,True,get health,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\get-health.pdf,7.0,Medium,quant+structure,,,,,,,,,
Hook Co.,Hook Co.,hook co,Yale/Stern 2021.pdf,Stern,2021.0,154,165,12,Hospitality & Travel,Private Equity,Private Equity,M&A,,quant=8; structure=7 (avg=7.5/10),Hard,8,,,7,,,,,,,False,False,False,True,hook co,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\hook-co.pdf,7.5,Medium,quant+structure,,,,,,,,,
Chocolate,Chocolate,chocolate,Yale/Stern 2021.pdf,Stern,2021.0,166,170,5,Retail / CPG,Market Entry,Market Entry,Market Entry,,quant=4; structure=6 (avg=5.0/10),Medium,4,,,6,,,,,,,False,False,False,True,chocolate,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\chocolate.pdf,5.0,Medium,quant+structure,,,,,,,,,
Royal Cinema,Royal Cinema,royal cinema,Yale/Stern 2021.pdf,Stern,2021.0,171,180,10,Media & Entertainment,Market Entry,Market Entry,Market Entry,,quant=7; structure=6 (avg=6.5/10),Medium,7,,,6,,,,,,,True,False,False,True,royal cinema,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\royal-cinema.pdf,6.5,Medium,quant+structure,,,,,,,,,
Adventure Capital,Adventure Capital,adventure capital,Yale/Stern 2021.pdf,Stern,2021.0,181,188,8,Other,Investment Decision,Investment Decision,Investment Decision,,quant=8; structure=5 (avg=6.5/10),Medium,8,,,5,,,,,,,False,False,False,True,adventure capital,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\adventure-capital.pdf,6.5,Medium,quant+structure,,,,,,,,,
Steel Co.,Steel Co.,steel co,Yale/Stern 2021.pdf,Stern,2021.0,189,197,9,Manufacturing,Cost Reduction,Cost Reduction,Cost Reduction,,quant=7; structure=7 (avg=7.0/10),Medium,7,,,7,,,,,,,False,False,False,True,steel co,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\steel-co.pdf,7.0,Medium,quant+structure,,,,,,,,,
All Night Long,All Night Long,all night long,Yale/Stern 2021.pdf,Stern,2021.0,198,203,6,Media & Entertainment,Cost/Benefit Analysis,Cost/Benefit Analysis,Cost Reduction,,quant=7; structure=4 (avg=5.5/10),Medium,7,,,4,,,,,,,False,False,False,True,all night long,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\all-night-long.pdf,5.5,Medium,quant+structure,,,,,,,,,
Is Teleconferencing a Good Call?,Is Teleconferencing a Good Call?,is teleconferencing a good call,Yale/Stern 2021.pdf,Stern,2021.0,204,212,9,Financial Services,Cost Analysis,Cost Analysis,Cost Reduction,,quant=8; structure=7 (avg=7.5/10),Hard,8,,,7,,,,,,,False,False,False,True,is teleconferencing a good call,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\is-teleconferencing-a-good-call.pdf,7.5,Medium,quant+structure,,,,,,,,,
Apple of My Eye,Apple of My Eye,apple of my eye,Yale/Stern 2021.pdf,Stern,2021.0,213,220,8,Food & Beverage,Market Entry,Market Entry,Market Entry,,quant=7; structure=6 (avg=6.5/10),Medium,7,,,6,,,,,,,False,False,False,True,apple of my eye,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\apple-of-my-eye.pdf,6.5,Medium,quant+structure,,,,,,,,,
Jimmy's Dilemma,Jimmy's Dilemma,jimmy s dilemma,Yale/Stern 2021.pdf,Stern,2021.0,221,231,11,Professional Services,Investment Decision,Investment Decision,Investment Decision,,quant=9; structure=9 (avg=9.0/10),Hard,9,,,9,,,,,,,False,False,False,True,jimmy s dilemma,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\jimmy-s-dilemma.pdf,9.0,Hard,quant+structure,,,,,,,,,
Apartment Co.,Apartment Co.,apartment co,Yale/Stern 2021.pdf,Stern,2021.0,232,242,11,Real Estate,Profitability,Profitability,Profitability,,quant=7; structure=8 (avg=7.5/10),Hard,7,,,8,,,,,,,False,False,False,True,apartment co,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\apartment-co.pdf,7.5,Medium,quant+structure,,,,,,,,,
Great Burger,Great Burger,great burger,Yale/Stern 2021.pdf,Stern,2021.0,243,253,11,Food & Beverage,M&A,M&A,M&A,,quant=8; structure=9 (avg=8.5/10),Hard,8,,,9,,,,,,,True,False,False,True,great burger,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\great-burger.pdf,8.5,Hard,quant+structure,,,,,,,,,
Drinks Gone Flat,Drinks Gone Flat,drinks gone flat,Yale/Stern 2021.pdf,Stern,2021.0,254,261,8,Retail / CPG,Revenue Growth,Revenue Growth,Profitability,,quant=7; structure=6 (avg=6.5/10),Medium,7,,,6,,,,,,,True,False,False,True,drinks gone flat,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\drinks-gone-flat.pdf,6.5,Medium,quant+structure,,,,,,,,,
Tofu Foundation,Tofu Foundation,tofu foundation,Yale/Stern 2021.pdf,Stern,2021.0,262,271,10,Non-Profit,Opportunity Assessment,Opportunity Assessment,Opportunity Assessment,,quant=7; structure=8 (avg=7.5/10),Hard,7,,,8,,,,,,,True,False,False,True,tofu foundation,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\tofu-foundation.pdf,7.5,Medium,quant+structure,,,,,,,,,
Cups,Cups,cups,Yale/Stern 2021.pdf,Stern,2021.0,272,287,16,Retail / CPG,Opportunity Assessment,Opportunity Assessment,Opportunity Assessment,,quant=8; structure=7 (avg=7.5/10),Hard,8,,,7,,,,,,,True,False,False,True,cups,,,,manual_override_stern_2021,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2021\cups.pdf,7.5,Medium,quant+structure,,,,,,,,,
One Man's Trash,One Man's Trash,one man s trash,Yale/Stern 2025.pdf,Stern,2025.0,41,47,7,Other,Opportunity Assessment,Opportunity Assessment,Opportunity Assessment,headed and use their logic and problem solving skills to break down a,structure=Easy,Easy,,,,Easy,,,,,,,,False,False,True,one man s trash,,,,manual_override_stern_2025,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2025\one-man-s-trash.pdf,3.5,Easy,difficulty_normalized,,,,,,,,,
GGC Health,GGC Health,ggc health,Yale/Stern 2025.pdf,Stern,2025.0,123,131,9,Healthcare,Revenue Growth,Revenue Growth,Profitability,,structure=Medium,Medium,,,,Medium,,,,,,,,False,False,True,ggc health,,,,manual_override_stern_2025,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2025\ggc-health.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
Gassy Convenience,Gassy Convenience,gassy convenience,Yale/Stern 2025.pdf,Stern,2025.0,132,141,10,Retail / CPG,Opportunity Assessment,Opportunity Assessment,Opportunity Assessment,,structure=Easy,Easy,,,,Easy,,,,,,,,False,False,True,gassy convenience,,,,manual_override_stern_2025,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2025\gassy-convenience.pdf,3.5,Easy,difficulty_normalized,,,,,,,,,
The Rats Don't Run This City,The Rats Don't Run This City,the rats don t run this city,Yale/Stern 2025.pdf,Stern,2025.0,142,150,9,Public Sector,Opportunity Assessment,Opportunity Assessment,Opportunity Assessment,,structure=Medium,Medium,,,,Medium,,,,,,,,False,False,True,the rats don t run this city,,,,manual_override_stern_2025,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2025\the-rats-don-t-run-this-city.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
Nook Co.,Nook Co.,nook co,Yale/Stern 2025.pdf,Stern,2025.0,151,162,12,Hospitality & Travel,Private Equity,Private Equity,M&A,,structure=Medium,Medium,,,,Medium,,,,,,,,False,False,True,nook co,,,,manual_override_stern_2025,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2025\nook-co.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
Sternofil,Sternofil,sternofil,Yale/Stern 2025.pdf,Stern,2025.0,174,180,7,Pharmaceuticals,M&A,M&A,M&A,,structure=Medium,Medium,,,,Medium,,,,,,,,False,False,True,sternofil,,,,manual_override_stern_2025,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Stern 2025\sternofil.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
